,Unnamed: 0,Job_ID,Salary,Job_Title,Company_Name,Location,Job_Description,Python,R,Scala,Math,Artificial_Intelligence,Deep_learning,Algorithms_and_models,Business_Skills,Communication_Skills,Stats,Machine_Learning,ML_instruments,Data_visualization,Excel,Matlab,SAS,SQL,SPSS,Big_Data,Cloud,Econometrics,NLP,Computer_vision,Leadership,Planning_and_strategy,Organizational
92,92,ae238c9908b53b40,100000,Senior Data Scientist - Melbourne,Vibrato,Melbourne VIC,"[Melbourne VIC 3000As a Senior Data Scientist at Vibrato you'll work on site with our clients, taking the lead to propose and implement strategies. You’ll have a passion for learning new technologies and be an advocate for helping clients cleanse their data, build algorithms and develop predictive models to not only generate data driven insights, but to drive their future decisions. This role will work closely with Vibrato’s clients on technical pre-sales activities, as well as execution from POC development to productionised outcomes.

Research and build POCs to answer Industry-based questions
Lead the implementation of data solutions for clients, including prescriptive and predictive modelling, and strategic use of AI
Design & Build Enterprise Data Lakes & big data analytics environments on AWS, Azure and Google Platforms
Code complex Data Workflows and ETL jobs using the right mix of technologies
Code/script complex data transformations & workflows
Work with clients to coach and share our solutions and approaches
Deliver training workshops and labs to our clients (depending on seniority)
Technical Pre-Sales support, solution architecture and design, explaining the business value of solutions to client teams


Experience employ ML and AI models and prepare data for predictive and prescriptive modelling.
Be able to talk about data, the analysis and tell a story from the data
Very strong Data Coding, ETL and Transformation skills
Ability to work with Hadoop/SPARK Build pipeline experience, design and implementation
In-depth understanding of Amazon S3, RDS, RedShift and event driven architecture
Outstanding ability to be agile and nimble, learn all the tricks needed to deliver on time
Experience in a client-facing role with presales activities or stakeholder management]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
93,93,8af23852a29f0a09,100000,Data Scientist,Human Capital Management Australia,Melbourne VIC,"[Melbourne VICPermanent$130,000 - $140,000 a yearCBD & Mount Waverly location
Data Science/ Electrical Engineering cross over
6-12 month Fixed term project - 130-140k Package

Overview

Supporting a consulting company across a client project for an Electricity provider.


At the moment there’s a disconnect between the electrical engineering team coming up with a solution and implementing that through the data science/coding team.


The data science people are running some machine learning projects but they lack the engineering knowledge to establish best practices instead of throwing large amounts of data into a program to try get an answer.


Whats the Job?


They need someone to be able to sit in the room with the engineers and understand what they’re discussing, then go off and work with the coders to find the right data sources and finish it off in a visualisation.


You will be working across a range of projects taking huge volumes of data from electricity meters, and other transponders to achieve engineering efficiencies.


What are we after in our ideal candidate ?


You would need to have an electrical background or understanding of electricity, ideally worked in the energy industry. Also needs to be across coding and machine learning.


You will need a thorough understanding of how electrical power is generated and transmitted across a network, together with a Data Science Capacity


We would like someone who doesn’t need a high level of supervision, but can take a problem, go do some research and come up with a solution.


Currently having to micromanage a lot of coders as most of them aren’t seasoned data scientists.


You will need good communication skills


Level


Doesn’t have to be someone especially senior in experience if they have the right skillset.


Rates Circa $130k to $140k inc super for a senior Consultant


If this sounds like you and you are keen to use your electrical engineering background in a Data Science role - apply OnLine]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,9411ee9d35f1b485,100000,"Data Scientist, Retail Banking",Macquarie Group Limited,Sydney NSW,"[Sydney NSWAre you a hands-on Data Scientist who gets excited about undertaking challenges that are considered too difficult?

Here in the Data Science team of Macquarie’s Banking and Financial Services Group, we pride ourselves in solving business problems, using any and all advanced techniques. We explore, experiment and collaborate in order to develop solutions that wow our stakeholders. R or Python? Whichever one suits best. Clustering or predictive modelling? We let the use case and data guide us.

What really motivates us is delving deep into our data assets to uncover hidden patterns that address critical business challenges. Most importantly, we back-up the data science hype by continually delivering.

We’re looking for someone who loves the challenge of delivering outcomes to business stakeholders. Someone who can successfully explain complex machine learning concepts to non-technical audiences.

In your application, we'd love to hear about your data science use case successes, and how you approached those situations where things didn't quite work out as planned!

To be a success in this role, you’ll have experience delivering analytical use cases in high paced and energetic environments. You’ll be comfortable with SQL and R or Python and can learn new programming languages should the need present itself.

You’ll be at ease presenting complex ideas and use case outcomes to large audiences. You’ll have a track record discovering, promoting and developing new data science use cases. Your ability to step back from a problem and think of out-out-the-box solutions is demonstrated by examples from your commercial experience to date. You’re proactive and engaged – you tend to go out and seek answers for yourself. Experience with big data/cloud technologies would be a bonus.

If this sounds like you, and the type of environment you would like to work in then please apply now!

Banking and Financial Services Group comprises our retail banking and financial services businesses, providing a diverse range of personal banking, wealth management and business banking products and services to retail customers, advisers, brokers and business clients. Banking and Financial Services Group operates predominantly in Australia and is organised into three business divisions: Personal Banking, Wealth Management and Business Banking.

Find out more about Macquarie careers at www.macquarie.com/careers

Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.

We facilitate a range of flexible working arrangements within our teams. Talk to us about what flexibility is available.]",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
95,95,e21d708bb43af2ae,100000,Data Scientist,Interpro,Melbourne VIC,"[Melbourne VIC$110,000 a yearCBD Location
Big brand with emerging technology opportunities
110k + (Including Super) & Benefits
About the company

The client is a large and reputable Australian brand with great career progression opportunities. If you want to be a part of an extremely fun team this is the role for you!

About the role

A large Australian company that are well established within the finance industry and are looking to expand their data engineer and scientists’ team!

Duties & responsibilities (Include but not limited to)

Contribute to pipelines that allow transformation of raw data into actionable business insights.
Represent data by providing reporting via flowcharts, sequence diagrams, entity relationship diagrams, class diagrams, tables and of such visualisations.
Where required merge, manage, interrogate and extract data to supply reports and dashboards to the business.
Explore all facets of data sources to build new data models to unlock potential.
Skills & Experience

Ph.D./Masters in Calculus and or Statistics.
Proven exceptional experience building Excel, PowerBI and or Tableau dashbords and reports.
Extremely proficient in SQL, R and Python and has a proven track record of analytical programming using these tools.
Extraction and transformation of data for analysis, visualizations and statistical modelling.
Culture

The culture of the client is phenomenal, they are a growing team and are very tight knit. They pride themselves on hiring top talent, so there’s always something to learn off another team member. They also have some great benefits that promote healthy living and a great work-life balance.


Benefits

Convenient location with great hours to keep that healthy work life balance!
Working with a fun, vibrant and easy-going team.
Up to 110k Salary inclusive of super, potentially more for the right candidate with added benefits.


If this sounds like an interesting opportunity, please contact Jayden at Interpro People 03 8592 7804 and send an up to date CV to, jayden.l@interpropeople.com.]",1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
96,96,db5872ff41d48b5e,100000,Senior Data Scientist - AWS Professional Services,AWS Australia Pty Ltd,Sydney NSW,"[Sydney NSWA Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience7+ years of industry experience in machine learningPrevious experience in a ML or data scientist role and a track record of building ML or DL modelsExperience using Python and/or RAble to write production level code, which is well-written and explainableExperience using ML libraries, such as scikit-learn, caret, mlr, mllibExperience working with GPUs to develop modelsExperience handling terabyte size datasetsTrack record of diving into data to discover hidden patternsFamiliarity with using data visualization toolsKnowledge and experience of writing and tuning SQLPast and current experience writing and speaking about complex technical concepts to broad audiences in a simplified formatExperience giving data presentationsExtended travel to customer locations may be required to deliver professional services, as neededStrong written and verbal communication skills

Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI)? Eager to learn from many different enterprise’s use cases of AWS ML and DL? Thrilled to be key part of Amazon, who has been investing in Machine Learning for decades, pioneering and shaping the world’s AI technology?

At Amazon Web Services (AWS), we are helping large enterprises build ML and DL models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. Our Professional Services organization works together with our AWS customers to address their business needs using AI.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML or DL models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers.

If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any location where we have a Professional Service office.

A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions. It will be a person who likes to have fun, loves to learn, and wants to innovate in the world of AI. Major responsibilities include:
Understand the customer’s business need and guide them to a solution using ML and other computer science or mathematics techniques.Assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build DL models.Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models.Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built.Assist customers with identifying model drift and retraining models.Research and implement novel ML and DL approaches, including using FPGA.

PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)10+ years of industry experience in predictive modeling and analysisGood skills with programming languages, such as Java or C/C++Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relationsConsulting experience and track record of helping customers with their AI needsPublications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferencesExperience with AWS technologies like SageMaker, S3, EC2, Data Pipeline, & EMRCombination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organizationDemonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.]",1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
97,97,f31b3154147d7ba1,100000,Mid Level Data Scientist,TheDriveGroup,Sydney NSW,"[Sydney NSW 2000$110,000 a yearMid / Senior Data Scientist / Data Analyst

This is an amazing opportunity to join an Australian owned Software Engineering company with a global reach that builds cutting-edge big data products for companies for analytics and consumer insights.

You will be joining a passionate team of high-performance big data engineers, data scientists, product managers, and software engineers giving you the opportunity to develop your skills and have exposure to multiple technologies and methodologies helping you become an expert in your area.

As Data Scientist, you will have the opportunity to work alongside the Software Engineer team and provide valuable insights during the process. You will be dealing with large Datasets on a regular basis, meaning you will need to have experience with some leading Big Data technologies (Scala being one of the leading technologies that we work with). You will also work with Spark and Redshift, and we want you to be adaptable to learning new technologies that will be implemented in the future through our technical roadmap. The role will also involve working with our NoSQL Databases (MongoDB), as you will be working with Petabyte datasets.

You will also have the opportunity to visit clients sites and gain valuable insights into the whole process of the development of new products getting and end to end picture. The visits will involve engaging the clients wants and needs, and they will set deliverables for the projects they want completed. Other visits will involve updates, issues and successes of the project(s) you are working on.

Key Skills Required
Commercial experience as Data Scientist
Experience with Machine Learning
Big Data - Scala (preferred), Spark, Kafka, Redshift
Experience with R, Python or Scala is Desirable
Strong Business Awareness
Positive Approach
Extremely passionate about solving problem
Experience writing Algorithms
Deep Learning
Stakeholder Engagement
Strong Communication skills
IT'S NICE TO HAVE
Statistical Analysis
Master's or PhD in relevant subjects
Culture & Benefits:
Opportunity to develop a career in Data Science
Real Career Progression & Certifications
Exposure to senior stakeholders at all levels of the business
This is an amazing opportunity for an aspiring Junior Data Scientist to join a team who are working on high profile projects with the latest technology. You will have constant training and development as you progress through the ranks to becoming a Senior Data Scientist. This is an immediate need and they offer a quick interview process.]",1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
98,98,4703b8c37472a299,100000,"Data Analyst, Research Engagement and Impact",Australian National University,Canberra ACT,"[Canberra ACTThe Research Services Division is part of the Research and Innovation Portfolio led by the Deputy Vice Chancellor for Research and Innovation (DVC-RI). The Division is responsible for high quality services and advice at both an operational and strategic level in supporting the University’s research endeavours. In collaboration with College staff and other Portfolio staff the Division provides leadership in the operations and management of research and innovation services in support of the University’s strategic goals.

The Research Analytics Unit has been established within the Division to monitor, benchmark and report on research performance, and manage data and submissions to the Australian government and other bodies for statutory reporting, and with Planning and Performance Measurement Division, international rankings submissions. The team provides research data analysis including bibliometric analysis and policy advice to staff at the University executive, and is responsible for co-ordinating the University’s Engagement and Impact strategies.

The position of Data Analyst, Research Engagement and Impact will support the delivery of high quality and robust services relating to the management and reporting of the University's engagement and impact activities. c

We are seeking a highly motivated individual with relevant qualifications and experience. The successful applicant will have demonstrated knowledge of data management practices, high level computer, problem solving and analytic skills, communication and stakeholder liaison skills.

For further information please contact Sophie Holloway, T: +61 2 6125 9575, E: sophie.holloway@anu.edu.au

ANU values diversity and inclusion and is committed to providing equal employment opportunities to those of all backgrounds and identities. For more information about staff equity at ANU, visit https://services.anu.edu.au/human-resources/respect-inclusion

Application information

In order to apply for this role please make sure that you upload the following documents:

A statement addressing the selection criteria.
A current curriculum vitae (CV) which includes the names and contact details of at least three referees (preferably including a current or previous supervisor). If your CV does not include referees you can complete these online when prompted in the application form.
Other documents, if required.
Applications which do not address the selection criteria may not be considered for the position.

Please note: The successful applicant must have rights to live and work in this country.]",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
99,99,718f309e54552b66,100000,Applied Scientist,AWS Australia Pty Ltd,Sydney NSW,"[Sydney NSWMS in Machine Learning, Mathematics, Statistics, Computer Science or in another highly quantitative field3+ years of relevant post-grad academic research or industry experience in developing algorithmsAmple experience with languages used for querying (e.g. Hive/Pig/SQL), preprocessing (e.g. Shell Scripting/Python), and statistical analysis (e.g. R/Python)Experience working across different types of databases (Relational, NoSQL, Graph etc.)Proven achievements resulting from data analysis and ability to succeed in both collaborative and independent work environmentsStrong verbal/written communication & data presentation skills, including an ability to effectively communicate with both business and technical teamsComfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources

Amazon Web Services (AWS) is the world leader in providing a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world!

We are building a brand new AWS product right here in Sydney focused on helping our customers drive towards 100% availability of their applications and workloads. This greenfield product has plenty of opportunities to innovate and solve some unprecedented problems.

A lot of these problems are being solved with real-time data processing, Machine Learning and automation engines. As we grow, we are looking to strengthen the data science expertise in our team. You will enjoy being a part of this team if you are passionate about data science and directly impacting the next generation of prediction and correlation solutions.

In this position, you will research and develop innovative machine learning based approaches to predict the near-term future. You will have the opportunity to autonomously own part of our data strategy, work in one of the world's most diverse and complex data environments and bring together loosely structured data-sets to find actionable outcomes that improve our customers' experience.

We are looking for researchers who have the experience of using data to produce models that power real-world solutions which are actively being used by customers. The successful candidate will also have experience working in a development team to translate their models into working software. In addition, the candidate will possess excellent business and communication skills, be able to work with engineers as well as business owners to formulate our data strategy and drive its execution across the globe.
Job Responsibilities:
Develop predictive models across multiple reliability data slices for use in Machine Learning and other systemsDevelop hypotheses, design experiments, collaborate with engineering team to implement live tests and evaluate their performanceAnswer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather dataManage critical processes that are central to the delivery of accurate results (e.g. data pipelines, etc.)Work with software engineers to produce working software based on research modelsCommunicate findings to managers and engineers, often through succinct written summaries of findings and code samples

PhD in Machine Learning, Mathematics, Statistics, Computer Science or in another highly quantitative fieldExperience with Java and SparkExperience with AWS services such as EMR, EC2, S3, and RedshiftExperience in Predictive AnalyticsExpertise in machine learning methods including Time series analysis, State-space models, Mixed-effect models, Longitudinal data analysis, Hierarchical Bayes; and Learning techniques such as Decision Trees, Boosting, Random Forests, Deep Learning, Neural Networks]",1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
100,100,4ee7f0560d91face,100000,Data Scientist,Capgemini Singapore,Adelaide SA,"[Adelaide SAPermanentA global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company with 200,000 team members in over 40 countries. In 2018 the Group achieved €12.8 billion in revenue. Learn more about us at www.capgemini.com

Let’s talk about the team

Our Insights and Data team helps our clients make better business decisions by transforming an ocean of data into streams of insight. Our clients are among Australia’s top performing companies and they choose to partner with Capgemini for a very good reason – our exceptional people. Due to continued growth within Capgemini’s Insights & Data practice we intend to recruit Data Scientists with relevant consulting and communication skills and with a proven track record of delivery to join our team. If you are already working in a consultancy role, or have excellent client-facing skills gained within large organizations, we would like to discuss our consultant opportunities with you.

Let’s talk about the role

We are looking for a Data Scientist to analyse large amounts of raw information to find patterns and build data products to extract valuable business insights. Your responsibilities include:

Identify valuable data sources and automate collection processes
Undertake pre-processing of structured and unstructured data
Analyse large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Let’s talk about your skills and experience

You will have the ability to help clients execute end-to-end data science projects using proven methodologies like CRISP-DM and enable them to analyse trends, find patterns, predict next best action, use artificial intelligence for automating processes, making accurate predictions and better business decisions.

Essential skills and experience

Proven experience as a Data Scientist
Experience in data mining, statistical methods, machine-learning and operations research
Strong Knowledge of and experience R, SQL and Python; experience with Spark, Scala, Java or C++ is an asset
Experience using Data Science tools (e.g. Cloudera Data Science Workbench, SAS, SAP HANA PAL etc.) and
Experience using business intelligence tools (e.g. Zoomdata, QlikView, Tableau etc.) and data frameworks (e.g. Hadoop)
Analytical mind, business acumen, strong math skills (e.g. statistics, algebra) and problem-solving aptitude
Excellent communication and presentation skills
BS in Computer Science, Engineering or relevant field; graduate degree in Data Science or any other quantitative field is preferred
Australian citizens only
What happens next and what can we offer you?

We invite you to join us to discover a career that will challenge, support and inspire you. Working at Capgemini you’ll find the rewards are more than just financial. Not only will you work alongside inspiring colleagues with a world of experie]",1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
101,101,365a3dac09a2d2d9,100000,Data Engineer,NAB - National Australia Bank,Melbourne VIC,"[Melbourne VICFull-time, PermanentWork type: Permanent Full time
Location: Aust - VIC Metro
You and your new role:

Working directly with technology, data scientists, platform specialists, key business stakeholders and the broader analytics community you will build, support, guide, and help lead data productionisation within Advanced Analytics Enablement and NAB to build a world-class data and analytics organization.

Your key responsibilities will include:

Supporting analytic experiments in the Analytics Hub
Sharing knowledge and uplifting capabilities with data engineers and analysts in the business
Thought leadership in the approach to data engineering at the bank
Demonstrating value and benefit from data to senior stakeholders
This is an exciting time to join our team with plans to transform, expand and support the business in new and innovative ways.

Your skills and experience:
You will be a skilled Data Engineer with proven experience in the development of robust data pipelines, familiarity with Big Data technologies and the ability to develop code and data pipelines using languages and tooling such as Python / PySpark and Scala / Spark. Experience supporting the automation of data pipelines in the cloud, AWS experience is particularly beneficial.

To be successful you will need to be able to demonstrate experience and knowledge of the following technical skills:

Strong SQL skills
ETL processes
NoSQL experience
DevOps, Continuous Integration / Continuous Deployment experience
Hadoop, Spark, and related Big Data technologies
AWS Services such as EMR, EC2, and S3
Cloud database technologies, such as Redshift and Snowflake.
Data warehousing
We are looking for someone collaborative, creative, open to learning and a strong communicator who enjoys building relationships within the team and across the wider business. You will be passionate about making a difference and focused on high quality deliverables.

Your new team
We know that life’s about more than money. That’s why we’re so driven to do great things in the tech and digital space. We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and financial innovation. We are working more agile than ever, so that we can deliver a great banking experience to our customers.

We're NAB

We are proud to have dedicated $55 billion to help address climate change, be recognised as a Gold employer of LGBTI Inclusion by AWEI, endorsed as an employer for Women by Work180, have an African Australian Inclusion Program, Grad Programs, and Traineeship and Internship Programs. We are an equal opportunity employer and welcome diversity in the workplace.

The benefits
From education and volunteer leave to learning benefits and banking discounts, we offer access to a wide range of employee benefits.

If you think this role is the right fit for you, we invite you to apply. Let’s have a serious but informal chat about who you are and what drives you. We’d love to share our vision for the future of banking.

To be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status. Please note candidate screening and interviews may be conducted prior to the closing date of the job advert.]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
102,102,40d3ae3365ca3279,100000,Senior Data Scientist,Zip Co Limited,Sydney NSW,"[Sydney NSWWho’s Zip?

People at the ASX call us a ‘Unicorn Fintech Start-up’.
More than 1.5 million Australian shoppers call us ‘an awesome way to make payments’.
Over 14,000 retailers call us ‘a great partner’.
We’d like you to call us ‘the best damn place you’ve ever worked at’.

At Zip, we’re about improving people’s lives by giving them freedom to better control their everyday finances.
And we want to give you the freedom to put fresh ideas forward, to be heard, and to be valued. Because that’s the way we roll.

We move fast, and we break things (starting with convention).
We value integrity, accountability and a ‘can-do’ approach.
We’re fresh, we’re fun, and we’re changing the game.

What are we looking for?

You'll be responsible for the design and implementation of new data science capabilities to deliver highly personalised experiences for customers in a multi-channel environment.

You'll be someone with strong technical competency, but you will also be required to act as the conduit between Product, Marketing, Tech & Data Science teams, providing thought leadership to bring the “art and science” together.

What your day will look like at Zip:
The development of supervised and unsupervised machine learning algorithms that underpin a recommendation engine spanning inbound and outbound digital channels (including eDM, SMS, Native App, Web, Push)
Embedding the technical processes to iteratively experiment with customer lifecycle journeys and marketing content that maximise customer engagement
The creation of a customer segmentation model that will support the personalisation of content and messaging
Analysis and enrichment of product level (SKU) data to further understand consumer buying behaviours that can increase the effectiveness of marketing content
Applying cutting edge text analytics methods to perform Natural Language Processing (NLP) and improve the accuracy in the categorisation of bank transactional data
Driving the implementation of a recommendation engine by working closely with Product, Marketing & Tech teams to develop a pipeline that utilises real-time data to inform real-time decisions
Supporting the Customer Data Science Manager in the design of customer strategies, frameworks and architectures to personalise communications across the customer lifecycle
What you need to thrive in this role:
Tertiary qualifications in a quantitative discipline (E.g. Mathematics, Statistics, Computer Science, Actuarial Studies, Economics)
5+ years commercial analytics experience from a retail/consumer product environment with a strong presence in B2C digital channels
Experience in developing next-best-offer/next-best-action recommendation systems
Hands-on experience in modelling and the application statistical/machine leaning techniques (E.g. GLMs, XGBOOST, k-means clustering, neural networks, random forests etc.)
Strong exposure to analytical scripting languages, in particular SQL and Python
Exceptional communication and stakeholder management skills
Bonus points for:
Post-graduate qualification/s (Masters or PhD)
Experience with machine leaning techniques
Exposure to Big Data platforms (E.g. AWS) and applications (E.g. Hadoop, Hive, Spark)
Understanding of regulatory risk management environment (IFRS9 and CCR)
Experience working with product/tech teams in the implementation of analytical models for credit decisioning systems
Other perks of being a Zipster
Apart from good vibes, when you join The Zip Fam you’ll also enjoy:
Flexible working hours
Our share program, so you can own part of the company you work at
Free breakfast, fruit, coffee and soft drinks
Free lunches every Thursday
A Zip Pay account with no fees and no interest, ever
Fun team-building experiences
Heaps of social events, plus Friday drinks
We highly value diversity too! Different cultures, perspectives and points-of-view helps make us successful.

Recruitment agencies: we are not engaging with recruitment agencies for this role and do not accept unsolicited resumes.]",1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
103,103,8418a54b2e11c63d,100000,Quantitative Equity Analyst,Simply Wall St,Surry Hills NSW,"[Surry Hills NSW 2010$150,000 a yearSimply Wall St is looking for an Quantitative Equity Analyst to join the Simply Wall St team and help us on the mission of transforming the way everyday people around the world invest, through empowering them to understand complicated financial data and make better, non-emotional decisions.

You’ll be managing and building the underlying financial analysis system that powers our research platform and News site.
Simply Wall St is a world-class product revolutionary in many ways – we use unique data visualizations and automation to make traditionally complex and complicated things simple and accessible. We are solving a very interesting problem in a very underserved space; the average retail investor massively underperforms the market but they really don't have to.
This is an opportunity to work at a well-funded, fast-growing Fintech startup with a global impact that is still in its early stage. We are growing really fast but the team is still very small – your work will directly impact every part of our product and will be used by millions of investors around the world every month.
This role would be best suited to somebody with some investing experience who also has programming knowledge for building analysis models.


Before you apply:

Take some time to explore our product (including the News site!), if you get invited to an interview we expect you to know it inside out. We have an open source analysis model that also acts as an educational tool for our users.
We love suggestions on how we can improve our analysis, visualisations and user experience. How do you think our analysis system works? How would you improve it?

What are we looking for?

You’ve probably already figured our equity research system is entirely automated. The person for this role will be investigating and proposing improvements to our models, testing the improvements and finally implementing and monitoring them. Currently we have a company analysis model, an industry averages model and a portfolio analysis model. However as a startup this is constantly changing.

Traits you’ll need to excel in this role:

Understanding that the alpha in our models is user alpha (helping retail investors) and not financial alpha (although ideally these align)
Fast learner and quick to adapt
Take full responsibility for your work
Always asking why and questioning the status quo


Technically this might look like:

Excellent understanding of the equity markets with experience in equity analysis, fundamental analysis and strong understanding of valuation techniques;
Experienced in programming, although we aren’t particular about the language;
Experienced in building quantitative analysis models and handling large data sets;
An analytical mindset that can conceive innovative ways to discover insights from complex data;
Solid accounting knowledge, you can quickly dissect a balance sheet.


Bonus points given for:

Interesting side projects outside of work;
Knowledge of SQL or other data query methods;
Already having a portfolio of shares.


Why us?
Equity research is undergoing a huge shift and Simply Wall St is at the forefront of the technology changing how it will look, join us if you’d like to be part of that.]",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
104,104,82e9f01292b60651,100000,Data Steward,Australian Securities Exchange (ASX),Sydney NSW,"[Sydney NSWPermanentWhat’s On Offer
ASX has established an ambitious new business line to
commercialise its rich datasets through a data science
platform that will sit at the centre of a financial markets
data ecosystem.
An exciting opportunity exists for an experienced Technical
BA to join this dynamic startup within one of Australia’s
most recognisable and respected brands.
This key role will be responsible for the end-to-end data
management lifecycle from a governance and quality
perspective and will become the team’s dataset SME.
Role: Data Steward
Reports to: Sr. Manager, Governance Lead
People
Management:
N/A
Budget: N/A
Team: ASX DataSphere
Date: December 2019
Location: Sydney, NSW
Flexible Role: Yes
What you’ll do:
 Own the end to end data management processes for both ASX and third party datasets onto the platform
 Facilitate engagement of dataset owners and internal governance committees to agree information
classification, usage rules and access rights of datasets
 Oversee quality assurance of the technical ingestion and curation activities undertaken by the team’s data
engineers and data scientists
 Support internal and external product development by becoming an SME of datasets on the platform
 Support the data operations function in remediating data issues
 Ensure data governance controls are effective and being adhered to all the way through to
operationalisation of data products to end-users
 Report on the quality aspects of data and metadata as per the prescribed metrics
What you’ve done:
 Driven business and technical outcomes while engaging a diverse set of stakeholders and customers
 Worked in a similar role where data management and/or governance were at the forefront of what you
did
 Experience in data analysis, modelling and metadata management using best-practice methods and tools
 Some knowledge of financial markets products, services and associated datasets.

 Experience working with structured, semi-structured , and unstructured data
 Basic data profiling and manipulation skills (and knowledge of languages such as Python and SQL)
 Experience with driving and supporting process improvement and automation initiatives.
And if you’ve got some of this, even better:
 Operated in a customer-led and commercially-focussed environment
 Knowledge of database model design such as Entity relation model, star schema etc.
 Exposure to big data technologies, data management and data quality tools
What you need to enjoy and be good at for this role:
 Owning business as usual operational processes, and applying diligence and attention to detail to those
processes
 Solving problems through innovative use of data and technologies with a commitment to quality
 Working in a fast-paced and iterative environment where outcomes are often unknown at the outset
 Communicating effectively with customers, technical teams and other stakeholders
 Being open to taking on new responsibilities which will arise when working in an evolving business
environment]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
